"NAME","MEETINGNAME__C","MEETINGNO__C","TT_TIMESTAMPBYL__C","TT_NAMEFORTICKET__C","TT_STARTDATE__C","TT_ENDDATE__C","TT_CANCEL__C","TT_ITEMNAME__C","TT_INTERNALORDERTAXABLE__C","TT_INTERNALORDERNONTAXABLE__C","TT_ACCOUNTCODETAXABLE__C","TT_ACCOUNTCODENONTAXABLE__C","TT_ZETIACODE__C","TT_NUMBEROFINVITEDMEMBEREMPEXCEPT__C","TT_NUMBEROFINVITEDMEMBEREMP__C","TT_SRM_ORDERCLASSIFICATION__C","TT_PLANPERSONBU_NAMEEN__C","TT_PLANPERSONAREANAME__C","TT_PLANPERSONFS_NAME__C","TT_PLANPERSONNAMEKANJI__C","TT_PLANPERSONNAME__C","TT_PLANPERSONEMAIL__C","TT_PLANPERSONMOBILEMAIL__C","TT_PLANPERSONMOBILE__C","TT_PLANPERSONPHONE__C","TT_COSTCENTER__C","TT_ARRANGEPERSONBU_NAMEEN__C","TT_ARRANGEPERSONAREANAME__C","TT_ARRANGEPERSONFS_NAME__C","TT_ARRANGEPERSONNAMEKANJI__C","TT_ARRANGEPERSONNAME__C","TT_ARRANGEPERSONPHONE__C","TT_ARRANGEPERSONEMAIL__C","TT_ARRANGEPERSONMOBILE__C","TT_ARRANGEPERSONMOBILEMAIL__C","TT_BUDGETTAXABLETOTAL__C","TT_BUDGETNONTAXABLETOTAL__C","TT_BUDGETTAXABLEPARTY__C","TT_BUDGETTAXABLEDISCUSSION__C","TT_MEETINGPLACENAME__C","TT_STATUSREQUEST__C","TT_LASTMODIFIEDDATE__C","INVALID__C"
"TRF説明","","MTG14-00000798","20140327134558","","20140421","20140421","0","ネクサバール","","GDYA00201200","6831200","6844000","","10.0","0.0","0","ONH","東日本","東京第２","小林 寛","Kobayashi Hiroshi","hiroshi.kobayashi@bayer.com","byl.0621.3941@docomo.ne.jp","81(80)2405-1567","090-2204-7116","YA00680000","ONH","東日本","東京第２","小林 寛","Kobayashi Hiroshi","090-2204-7116","hiroshi.kobayashi@bayer.com","81(80)2405-1567","byl.0621.3941@docomo.ne.jp","0.0","30000.0","0.0","0.0","","0.0","2014-03-27T13:45:58.000Z","false"
"NEX-RCC説明会（長崎みなとMC市民病院)","","MTG14-00000799","20140327214132","","20140404","20140404","0","ネクサバール","","GDYA00201200","6831200","6844000","","10.0","0.0","0","ONH","西日本","九州第２","合庭 勇","Aiba Isamu","isamu.aiba@bayer.com","byl.0621.3704@docomo.ne.jp","81(80)2405-1558","","YA00680000","ONH","西日本","九州第２","合庭 勇","Aiba Isamu","","isamu.aiba@bayer.com","81(80)2405-1558","byl.0621.3704@docomo.ne.jp","0.0","2000.0","0.0","0.0","","0.0","2014-03-27T21:41:32.000Z","false"
"EYL黄斑疾患セミナーin関西","EYL黄斑疾患セミナーin関西","MTG14-00000800","20140327110621","黄斑疾患セミナー関西","20141011","20141011","0","アイリーア","G3YA00200550","GDYA00200550","6831200","6844000","","150.0","0.0","0","OPH","ＯＰＨ","ＯＰＨ","宮原 玲子","Miyahara Reiko","reiko.miyahara@bayer.com","byl.0801.8097@docomo.ne.jp","+81-80-2506-5528","","YA006S2003","OPH","ＯＰＨ","ＯＰＨ","宮原 玲子","Miyahara Reiko","","reiko.miyahara@bayer.com","+81-80-2506-5528","byl.0801.8097@docomo.ne.jp","1500000.0","2550000.0","0.0","1500000.0","","1.0","2014-03-27T11:06:21.000Z","false"
"0403ミレーナ説明会有楽町ビル婦人科クリニック","","MTG14-00000801","20140328092902","","20140403","20140403","0","ミレーナ","","GDYA00201700","6831200","6844000","","6.0","0.0","0","WHD","東京","東京","松谷 恵里子","Matsutani Eriko","eriko.matsutani@bayer.com","byl.0863.2100@docomo.ne.jp","+81-80-8337-9433","","YA006W4500","WHD","東京","東京","松谷 恵里子","Matsutani Eriko","","eriko.matsutani@bayer.com","+81-80-8337-9433","byl.0863.2100@docomo.ne.jp","0.0","14400.0","0.0","0.0","","0.0","2014-03-28T09:29:02.000Z","false"
"EYL黄斑疾患セミナーin東海","EYL黄斑疾患セミナーin東海","MTG14-00000802","20140328022510","","20141122","20141122","0","アイリーア","G3YA00200550","GDYA00200550","6831200","6844000","","80.0","0.0","0","OPH","ＯＰＨ","ＯＰＨ","宮原 玲子","Miyahara Reiko","reiko.miyahara@bayer.com","byl.0801.8097@docomo.ne.jp","+81-80-2506-5528","","YA006S2003","OPH","ＯＰＨ","ＯＰＨ","宮原 玲子","Miyahara Reiko","","reiko.miyahara@bayer.com","+81-80-2506-5528","byl.0801.8097@docomo.ne.jp","800000.0","1750000.0","0.0","800000.0","","1.0","2014-03-28T02:25:10.000Z","false"
"ネリゾナ説明会　からすま丸太町皮フ科クリニック","","MTG14-00000803","20140327225542","","20140501","20140501","0","ネリゾナ","","GDYA16000001","6831200","6844000","","12.0","0.0","0","WHD","京滋北陸","京滋北陸","池田 道輝","Ikeda Michiteru","michiteru.ikeda@bayer.com","byl.0700.1093@docomo.ne.jp","+81-80-1510-6291","","YA006W4500","WHD","京滋北陸","京滋北陸","池田 道輝","Ikeda Michiteru","","michiteru.ikeda@bayer.com","+81-80-1510-6291","byl.0700.1093@docomo.ne.jp","0.0","36000.0","0.0","0.0","","0.0","2014-03-27T22:55:42.000Z","false"
"第６回両毛小児科フォーラム","第６回両毛小児科フォーラム","MTG14-00000804","20140328070340","第６回両毛小児科フォ","20140619","20140619","0","コージネイトＦＳＢＳ","G3YA00100520","GDYA00100520","6831200","6844000","","25.0","0.0","0","ONH","血液","東日本","尾野 義弥","Ono Yoshiya","yoshiya.ono@bayer.com","byl.0606.4296@docomo.ne.jp","81(90)5123-6688","81(6)6398-1120","YA00682160","ONH","血液","東日本","尾野 義弥","Ono Yoshiya","81(6)6398-1120","yoshiya.ono@bayer.com","81(90)5123-6688","byl.0606.4296@docomo.ne.jp","200000.0","100000.0","0.0","200000.0","太田ナウリゾートホテル","1.0","2014-03-28T07:03:40.000Z","false"
"KOG Webカンファレンス（熊本大学）","","MTG14-00000805","20140328033342","","20140408","20140408","0","コージネイトＦＳＢＳ","G3YA00100520","GDYA00100520","6831200","6844000","","20.0","0.0","0","ONH","西日本","九州第２","有田 健史","Arita Takeshi","takeshi.arita@bayer.com","byl.0780.3068@docomo.ne.jp","81(080)2465-0652","81(096)312-7232","YA00680000","ONH","西日本","九州第２","有田 健史","Arita Takeshi","81(096)312-7232","takeshi.arita@bayer.com","81(080)2465-0652","byl.0780.3068@docomo.ne.jp","0.0","60000.0","0.0","0.0","熊本大学医学部附属病院","1.0","2014-03-28T03:33:42.000Z","false"
"長岡中央病院 西村 淳先生、川原 聖佳子先生外部講師勉強会","長岡中央病院　外部講師勉強会","MTG14-00000806","20140606023226","長岡中央病院 西村","20140523","20140523","0","スチバーガ","G3YA00201350","GDYA00201350","6831200","6701000","","0.0","2.0","0","ONH","東日本","北関東甲信越","村地 稔","Muraji Minoru","minoru.muraji@bayer.com.fullsand","byl.0627.0236@docomo.ne.jp","81(80)2405-1598","81(3)6266-7762","YA00680000","ONH","東日本","北関東甲信越","村地 稔","Muraji Minoru","81(3)6266-7762","minoru.muraji@bayer.com.fullsand","81(80)2405-1598","byl.0627.0236@docomo.ne.jp","84000.0","35000.0","84000.0","0.0","アオーレ長岡","1.0","2014-06-06T02:32:26.000Z","false"
"ミレーナ基本説明","削除","MTG14-00000807","20140618074911","","20140326","20140326","0","ミレーナ","","GDYA00201700","6831200","6844000","","9.0","0.0","0","WHD","関西","関西","切封 咲希","Kirifu Saki","saki.kirifu@bayer.com.fullsand","byl.0838.5383@docomo.ne.jp","+81-80-8529-8106","","YA006W4500","WHD","関西","関西","切封 咲希","Kirifu Saki","","saki.kirifu@bayer.com.fullsand","+81-80-8529-8106","byl.0838.5383@docomo.ne.jp","0.0","23400.0","0.0","0.0","","0.0","2014-06-18T07:49:11.000Z","false"
"スチバーガ説明会","","MTG14-00000808","20140401101646","","20140423","20140423","0","スチバーガ","","GDYA00201350","6831200","6844000","","15.0","0.0","0","ONH","東日本","北海道","風間 信宏","Fuma Nobuhiro","nobuhiro.fuma@bayer.com","byl.0839.5680@docomo.ne.jp","+81-80-1400-0240","","YA00680000","ONH","東日本","北海道","風間 信宏","Fuma Nobuhiro","","nobuhiro.fuma@bayer.com","+81-80-1400-0240","byl.0839.5680@docomo.ne.jp","0.0","45000.0","0.0","0.0","","0.0","2014-04-01T10:16:46.000Z","false"
"当院における子宮内膜症のＬＥＰ治療の現状","バイエル薬品株式会社　外来講師　勉強会","MTG14-00000810","20140401025536","","20140416","20140416","0","ヤーズ","G3YA00201600","GDYA00201600","6831200","6701000","","0.0","3.0","0","WHD","関西","関西","中尾 嘉孝","Nakao Yoshitaka","yoshitaka.nakao@bayer.com","byl.0629.8432@docomo.ne.jp","81(90)1581-3360","81(92)411-2287","YA006W4500","WHD","関西","関西","中尾 嘉孝","Nakao Yoshitaka","81(92)411-2287","yoshitaka.nakao@bayer.com","81(90)1581-3360","byl.0629.8432@docomo.ne.jp","60000.0","20000.0","60000.0","0.0","バイエル薬品株式会社　本社会議室","1.0","2014-04-01T02:55:36.000Z","false"
"鳥取市立泌尿器科ネクサバールＲＣＣ説明会","","MTG14-00000809","20140328014712","","20140409","20140409","0","ネクサバール","","GDYA00201200","6831200","6844000","","6.0","0.0","0","ONH","西日本","中国","香月 良仁","Katsuki Yoshihito","yoshihito.katsuki@bayer.com","byl.0630.3142@docomo.ne.jp","81(90)5095-7341","","YA00680000","ONH","西日本","中国","香月 良仁","Katsuki Yoshihito","","yoshihito.katsuki@bayer.com","81(90)5095-7341","byl.0630.3142@docomo.ne.jp","0.0","12600.0","0.0","0.0","","0.0","2014-03-28T01:47:12.000Z","false"
"済生会第二診療報酬改定及びIOP説明会","","MTG14-00000811","20140402020926","","20140331","20140331","0","イオパミロン","","GDYA65200100","6831200","6844000","","33.0","0.0","0","R&I","東日本","北関東","西野 暢展","Nishino Mitsuhiro","mitsuhiro.nishino@bayer.com","byl.0630.3541@docomo.ne.jp","81(90)5095-7461","","YA006D6164","R&I","東日本","北関東","西野 暢展","Nishino Mitsuhiro","","mitsuhiro.nishino@bayer.com","81(90)5095-7461","byl.0630.3541@docomo.ne.jp","0.0","99000.0","0.0","0.0","","0.0","2014-04-02T02:09:26.000Z","false"
"造影検査の安全性について","","MTG14-00000812","20140401022953","","20140509","20140509","0","イオパミロン","","GDYA65200100","6831200","6844000","","40.0","0.0","0","R&I","東日本","東京１","小西 達也","Konishi Tatsuya","tatsuya.konishi@bayer.com","byl.0629.9110@docomo.ne.jp","81(90)1581-3084","81(3)5212-2331","YA006D6101","R&I","東日本","東京１","小西 達也","Konishi Tatsuya","81(3)5212-2331","tatsuya.konishi@bayer.com","81(90)1581-3084","byl.0629.9110@docomo.ne.jp","0.0","2000.0","0.0","0.0","","0.0","2014-04-01T02:29:53.000Z","false"
"ネクサバール説明会","","MTG14-00000813","20140328040056","","20140402","20140402","0","ネクサバール","","GDYA00201200","6831200","6844000","","24.0","0.0","0","ONH","西日本","東海２","川口 亮","Kawaguchi Ryo","ryo.kawaguchi@bayer.com","byl.0857.2043@docomo.ne.jp","+81-80-8334-9978","","YA00680000","ONH","西日本","東海２","川口 亮","Kawaguchi Ryo","","ryo.kawaguchi@bayer.com","+81-80-8334-9978","byl.0857.2043@docomo.ne.jp","0.0","52800.0","0.0","0.0","","0.0","2014-03-28T04:00:56.000Z","false"
"ネクサバール情報提供","広島大学第一内科","MTG14-00000814","20140328081113","","20140331","20140331","0","ネクサバール","","GDYA00201200","6831200","6844000","","35.0","0.0","0","ONH","西日本","中国","吉岡 千秋","Yoshioka Chiaki","chiaki.yoshioka@bayer.com","byl.0629.7886@docomo.ne.jp","81(90)1581-3539","","YA00680000","ONH","西日本","中国","吉岡 千秋","Yoshioka Chiaki","","chiaki.yoshioka@bayer.com","81(90)1581-3539","byl.0629.7886@docomo.ne.jp","0.0","50000.0","0.0","0.0","","0.0","2014-03-28T08:11:13.000Z","false"
"スチバーガ錠製品説明","広島大学内視鏡診療科","MTG14-00000815","20140328081137","","20140402","20140402","0","スチバーガ","","GDYA00201350","6831200","6844000","","45.0","0.0","0","ONH","西日本","中国","吉岡 千秋","Yoshioka Chiaki","chiaki.yoshioka@bayer.com","byl.0629.7886@docomo.ne.jp","81(90)1581-3539","","YA00680000","ONH","西日本","中国","吉岡 千秋","Yoshioka Chiaki","","chiaki.yoshioka@bayer.com","81(90)1581-3539","byl.0629.7886@docomo.ne.jp","0.0","60000.0","0.0","0.0","","0.0","2014-03-28T08:11:37.000Z","false"
"ネリゾナ説明会","","MTG14-00000816","20140328054300","","20140328","20140328","0","ネリゾナ","","GDYA16000001","6831200","6844000","","10.0","0.0","0","WHD","南関東","南関東","早川 実樹","Hayakawa Miki","miki.hayakawa@bayer.com","byl.0856.8259@docomo.ne.jp","+81-80-8327-9309","","YA006W4500","WHD","南関東","南関東","早川 実樹","Hayakawa Miki","","miki.hayakawa@bayer.com","+81-80-8327-9309","byl.0856.8259@docomo.ne.jp","0.0","26000.0","0.0","0.0","","0.0","2014-03-28T05:43:00.000Z","false"
"ネクサバール製品説明","阪神調剤","MTG14-00000817","20140328081035","","20140404","20140404","0","ネクサバール","","GDYA00201200","6831200","6844000","","5.0","0.0","0","ONH","西日本","中国","吉岡 千秋","Yoshioka Chiaki","chiaki.yoshioka@bayer.com","byl.0629.7886@docomo.ne.jp","81(90)1581-3539","","YA00680000","ONH","西日本","中国","吉岡 千秋","Yoshioka Chiaki","","chiaki.yoshioka@bayer.com","81(90)1581-3539","byl.0629.7886@docomo.ne.jp","0.0","6000.0","0.0","0.0","","0.0","2014-03-28T08:10:35.000Z","false"
"WHD　京滋北陸　YAZ","北陸産婦人科学会第42回北陸産婦人科学会総会および学術講演会","MTG14-00000818","20140328065416","42回北陸連合","20140601","20140601","0","ヤーズ","G3YA00201600","GDYA00201600","6831200","6844000","","150.0","0.0","0","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","kazunari.abe@bayer.com","byl.0673.6227@docomo.ne.jp","81(90)1581-3319","","YA006W4500","WHD","京滋北陸","京滋北陸","安倍 一也","Abe Kazunari","","kazunari.abe@bayer.com","81(90)1581-3319","byl.0673.6227@docomo.ne.jp","0.0","1200000.0","0.0","0.0","ユアーズホテル福井","0.0","2014-03-28T06:54:16.000Z","false"
"WHD_東京_東京女子医科大学東医療センター出来尾先生_NSO外来講師","東京女子医科大学東医療センター出来尾先生","MTG14-00000819","20140328124048","4/9 出来尾先生勉","20140409","20140409","0","ヤーズ","G3YA00201600","GDYA00201600","6831200","6701000","","0.0","2.0","0","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","takeshi.kamogawa@bayer.com","byl.0629.9099@docomo.ne.jp","81(90)1581-3146","81(3)6266-7872","YA006W4500","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","81(3)6266-7872","takeshi.kamogawa@bayer.com","81(90)1581-3146","byl.0629.9099@docomo.ne.jp","45000.0","15000.0","45000.0","0.0","","1.0","2014-03-28T12:40:48.000Z","false"
"WHD_東京_0404_吉祥寺レディース_吉川先生_ヤーズ外来講師","0404_吉祥寺レディース_吉川先生 ヤーズ勉強会","MTG14-00000820","20141001004023","4/4吉川先生勉強会","20140404","20140404","0","ヤーズ","G3YA00201600","GDYA00201600","6831200","6701000","","0.0","3.0","0","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","takeshi.kamogawa@bayer.com.fullsand","byl.0629.9099@docomo.ne.jp","+81-90-1581-3146","81(3)6266-7872","YA006W4500","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","81(3)6266-7872","takeshi.kamogawa@bayer.com.fullsand","+81-90-1581-3146","byl.0629.9099@docomo.ne.jp","60000.0","20000.0","60000.0","0.0","ロウドイン赤坂","1.0","2014-10-01T00:40:23.000Z","false"
"ミレーナ製品概要","","MTG14-00000957","20140331230757","","20140404","20140404","0","ミレーナ","","GDYA00201700","6831200","6844000","","10.0","0.0","0","WHD","九州","九州","山口 律史","Yamaguchi Norifumi","norifumi.yamaguchi@bayer.com","byl.0841.4448@docomo.ne.jp","81(080)2537-8425","","YA006W4500","WHD","九州","九州","山口 律史","Yamaguchi Norifumi","","norifumi.yamaguchi@bayer.com","81(080)2537-8425","byl.0841.4448@docomo.ne.jp","0.0","24000.0","0.0","0.0","","0.0","2014-03-31T23:07:57.000Z","false"
"塗り方について（FTU)","","MTG14-00000956","20140331230716","","20140401","20140401","0","ネリゾナ","","GDYA16000001","6831200","6844000","","7.0","0.0","0","WHD","九州","九州","山口 律史","Yamaguchi Norifumi","norifumi.yamaguchi@bayer.com","byl.0841.4448@docomo.ne.jp","81(080)2537-8425","","YA006W4500","WHD","九州","九州","山口 律史","Yamaguchi Norifumi","","norifumi.yamaguchi@bayer.com","81(080)2537-8425","byl.0841.4448@docomo.ne.jp","0.0","17500.0","0.0","0.0","","0.0","2014-03-31T23:07:16.000Z","false"
"尼崎市性教育講演会","尼崎市性教育講演会","MTG14-00001273","20140328215546","","20140628","20140628","0","ミレーナ","G3YA00201700","GDYA00201700","6831200","6844000","","50.0","0.0","0","WHD","関西","関西","吉田 雅充","Yoshida Masamitsu","masamitsu.yoshida@bayer.com","byl.0673.6200@docomo.ne.jp","81(90)1581-3336","81(6)6133-6232","YA006W4500","WHD","関西","関西","吉田 雅充","Yoshida Masamitsu","81(6)6133-6232","masamitsu.yoshida@bayer.com","81(90)1581-3336","byl.0673.6200@docomo.ne.jp","0.0","400000.0","0.0","0.0","都ホテル ニューアルカイック","1.0","2014-03-28T21:55:46.000Z","false"
"順天堂大学　消化器内科　EOB説明会","","MTG14-00001274","20140401023022","","20140402","20140402","0","プリモビスト","","GDYA65200300","6831200","6844000","","80.0","0.0","0","R&I","東日本","東京１","田中 淳","Tanaka Jun","jun.tanaka@bayer.com","byl.0630.0445@docomo.ne.jp","81(90)1581-3225","","YA006D6101","R&I","東日本","東京１","田中 淳","Tanaka Jun","","jun.tanaka@bayer.com","81(90)1581-3225","byl.0630.0445@docomo.ne.jp","0.0","200000.0","0.0","0.0","","0.0","2014-04-01T02:30:22.000Z","false"
"20140415いけがみ皮膚科NSO説明会","","MTG14-00001275","20140330102807","","20140415","20140415","0","ネリゾナ","","GDYA16000001","6831200","6844000","","9.0","0.0","0","WHD","北関東","北関東","宮代 浩","Miyashiro Hiroshi","hiroshi.miyashiro@bayer.com","byl.0673.6251@docomo.ne.jp","81(90)1581-3221","","YA006W4500","WHD","北関東","北関東","宮代 浩","Miyashiro Hiroshi","","hiroshi.miyashiro@bayer.com","81(90)1581-3221","byl.0673.6251@docomo.ne.jp","0.0","24000.0","0.0","0.0","","0.0","2014-03-30T10:28:07.000Z","false"
"KOG外来講師招聘勉強会","","MTG14-00001276","20140331120533","","20140415","20140415","0","コージネイトＦＳＢＳ","G3YA00100520","GDYA00100520","6831200","6701000","","0.0","2.0","0","ONH","西日本","京滋北陸","長谷川 徹","Hasegawa Toru","toru.hasegawa1@bayer.com","byl.0621.3968@docomo.ne.jp","81(80)2405-1575","81(52)962-0566","YA00680000","ONH","西日本","京滋北陸","長谷川 徹","Hasegawa Toru","81(52)962-0566","toru.hasegawa1@bayer.com","81(80)2405-1575","byl.0621.3968@docomo.ne.jp","45000.0","57000.0","45000.0","0.0","メルパルク京都","1.0","2014-03-31T12:05:33.000Z","false"
"WHD_東京_0416はまぐち皮フ科クリニック_濱口先生_ネリゾナ勉強会","はまぐち皮フ科クリニック_濱口先生勉強会","MTG14-00001278","20140329014154","4/16浜口先生勉強","20140416","20140416","0","ネリゾナ","G3YA16000001","GDYA16000001","6831200","6701000","","0.0","0.0","0","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","takeshi.kamogawa@bayer.com","byl.0629.9099@docomo.ne.jp","81(90)1581-3146","81(3)6266-7872","YA006W4500","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","81(3)6266-7872","takeshi.kamogawa@bayer.com","81(90)1581-3146","byl.0629.9099@docomo.ne.jp","30000.0","15000.0","30000.0","0.0","","1.0","2014-03-29T01:41:54.000Z","false"
"WHD_東京_フェリーチェレディース吉祥寺 柳本先生_ヤーズ外来講師","フェリーチェレディース吉祥寺 柳本先生_ヤーズ勉強会","MTG14-00001277","20140329014126","4/14柳本先生勉強","20140414","20140414","0","ヤーズ","G3YA00201600","GDYA00201600","6831200","6701000","","0.0","0.0","0","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","takeshi.kamogawa@bayer.com","byl.0629.9099@docomo.ne.jp","81(90)1581-3146","81(3)6266-7872","YA006W4500","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","81(3)6266-7872","takeshi.kamogawa@bayer.com","81(90)1581-3146","byl.0629.9099@docomo.ne.jp","30000.0","45000.0","30000.0","0.0","吉祥寺東急イン","1.0","2014-03-29T01:41:26.000Z","false"
"WHD_東京_0423フェリーチェレディースクリニック吉祥寺_柳本先生外来講師勉強会","フェリーチェレディースクリニック吉祥寺_柳本先生勉強会","MTG14-00001279","20140329024331","4/23柳本先生勉強","20140423","20140423","0","ヤーズ","G3YA00201600","GDYA00201600","6831200","6701000","","0.0","0.0","0","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","takeshi.kamogawa@bayer.com","byl.0629.9099@docomo.ne.jp","81(90)1581-3146","81(3)6266-7872","YA006W4500","WHD","東京","東京","加茂川 毅","Kamogawa Takeshi","81(3)6266-7872","takeshi.kamogawa@bayer.com","81(90)1581-3146","byl.0629.9099@docomo.ne.jp","30000.0","15000.0","30000.0","0.0","","1.0","2014-03-29T02:43:31.000Z","false"
